anbefalt_term:en;anbefalt_term:nn;anbefalt_term:nb;tillatt_term:nb;tillatt_term:nn;tillatt_term:en;frarådet_term:nb;frarådet_term:nn;frarådet_term:en;definisjon:nb;definisjon:nn;definisjon:en;definisjon:forhold_til_kilde;definisjon:kilde;definisjon:kilde.1;definisjon_for_allmennheten:nb;definisjon_for_allmennheten:nn;definisjon_for_allmennheten:en;definisjon_for_allmennheten:forhold_til_kilde;definisjon_for_allmennheten:kilde;definisjon_for_allmennheten:kilde.1;definisjon_for_spesialister:nb;definisjon_for_spesialister:nn;definisjon_for_spesialister:en;definisjon_for_spesialister:forhold_til_kilde;definisjon_for_spesialister:kilde;definisjon_for_spesialister:kilde.1;merknad:nb;merknad:nn;merknad:en;eksempel:nb;eksempel:nn;eksempel:en;fagområde:nb;fagområde:nn;fagområde:en;verdiområde:uri;verdiområde:tekst;kontaktpunkt:epost;kontaktpunkt:telefon;gyldig_fom;gyldig_tom;se_også;versjon
anbefalt term 939_en;anbefalt term 939_nn;anbefalt term 939_nb;tillatt term 939_nb;tillatt term 939_nn;tillatt term 939_en;frarådet term 939_nb;frarådet term 939_nn;frarådet term 939_en;definisjon 939_nb;definisjon 939_nn;definisjon 939_en;sitatFraKilde;Tittel på kilde|http://kildesitaturi.no/;Tittel på kilde nr. 2|http://kildesitaturi2.no/;definisjon for allmennheten 939_nb;definisjon for allmennheten 939_nn;definisjon for allmennheten 939_en;egendefinert;;;definisjon for spesialister 939_nb;definisjon for spesialister 939_nn;definisjon_for_spesialister939_en;sitatFraKilde;Tittel på kilde_spesialister|http://kildesitatspesialisteruri.no/;Tittel på kilde nr. 2_spesialister|http://kildesitatspesialisteruri2.no/;merknad939_nb;merknad939_nn;merknad939_en;eksempel939_nb;eksempel939_nn;eksempel939_en;12;12;12;http://lenketilverdiomraade939.no;Tittel verdiområde 939;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 940_en;anbefalt term 940_nn;anbefalt term 940_nb;tillatt term 940_nb;tillatt term 940_nn;tillatt term 940_en;frarådet term 940_nb;frarådet term 940_nn;frarådet term 940_en;definisjon 940_nb;definisjon 940_nn;definisjon 940_en;basertPaaKilde;Tittel på kilde|http://kildebaserturi.no/;Tittel på kilde nr. 2|http://kildebaserturi2.no/;definisjon for allmennheten 940_nb;definisjon for allmennheten 940_nn;definisjon for allmennheten 940_en;egendefinert;;;definisjon for spesialister 940_nb;definisjon for spesialister 940_nn;definisjon_for_spesialister940_en;egendefinert;;;merknad940_nb;merknad940_nn;merknad940_en;eksempel940_nb;eksempel940_nn;eksempel940_en;49;49;49;http://lenketilverdiomraade940.no;Tittel verdiområde 940;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 941_en;anbefalt term 941_nn;anbefalt term 941_nb;tillatt term 941_nb;tillatt term 941_nn;tillatt term 941_en;frarådet term 941_nb;frarådet term 941_nn;frarådet term 941_en;definisjon 941_nb;definisjon 941_nn;definisjon 941_en;egendefinert;;;definisjon for allmennheten 941_nb;definisjon for allmennheten 941_nn;definisjon for allmennheten 941_en;basertPaaKilde;Tittel på kilde_allmennheten|http://kildebasertallmennhetenuri.no/;Tittel på kilde nr. 2_allmennheten|http://kildebasertallmennhetenuri2.no/;definisjon for spesialister 941_nb;definisjon for spesialister 941_nn;definisjon_for_spesialister941_en;sitatFraKilde;Tittel på kilde_spesialister|http://kildesitatspesialisteruri.no/;Tittel på kilde nr. 2_spesialister|http://kildesitatspesialisteruri2.no/;merknad941_nb;merknad941_nn;merknad941_en;eksempel941_nb;eksempel941_nn;eksempel941_en;47;47;47;http://lenketilverdiomraade941.no;Tittel verdiområde 941;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 942_en;anbefalt term 942_nn;anbefalt term 942_nb;tillatt term 942_nb;tillatt term 942_nn;tillatt term 942_en;frarådet term 942_nb;frarådet term 942_nn;frarådet term 942_en;definisjon 942_nb;definisjon 942_nn;definisjon 942_en;egendefinert;;;definisjon for allmennheten 942_nb;definisjon for allmennheten 942_nn;definisjon for allmennheten 942_en;egendefinert;;;definisjon for spesialister 942_nb;definisjon for spesialister 942_nn;definisjon_for_spesialister942_en;sitatFraKilde;Tittel på kilde_spesialister|http://kildesitatspesialisteruri.no/;Tittel på kilde nr. 2_spesialister|http://kildesitatspesialisteruri2.no/;merknad942_nb;merknad942_nn;merknad942_en;eksempel942_nb;eksempel942_nn;eksempel942_en;43;43;43;http://lenketilverdiomraade942.no;Tittel verdiområde 942;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 943_en;anbefalt term 943_nn;anbefalt term 943_nb;tillatt term 943_nb;tillatt term 943_nn;tillatt term 943_en;frarådet term 943_nb;frarådet term 943_nn;frarådet term 943_en;definisjon 943_nb;definisjon 943_nn;definisjon 943_en;sitatFraKilde;Tittel på kilde|http://kildesitaturi.no/;Tittel på kilde nr. 2|http://kildesitaturi2.no/;definisjon for allmennheten 943_nb;definisjon for allmennheten 943_nn;definisjon for allmennheten 943_en;sitatFraKilde;Tittel på kilde_allmennheten|http://kildesitatallmennhetenuri.no/;Tittel på kilde nr. 2_allmennheten|http://kildesitatallmennhetenuri2.no/;definisjon for spesialister 943_nb;definisjon for spesialister 943_nn;definisjon_for_spesialister943_en;sitatFraKilde;Tittel på kilde_spesialister|http://kildesitatspesialisteruri.no/;Tittel på kilde nr. 2_spesialister|http://kildesitatspesialisteruri2.no/;merknad943_nb;merknad943_nn;merknad943_en;eksempel943_nb;eksempel943_nn;eksempel943_en;35;35;35;http://lenketilverdiomraade943.no;Tittel verdiområde 943;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 944_en;anbefalt term 944_nn;anbefalt term 944_nb;tillatt term 944_nb;tillatt term 944_nn;tillatt term 944_en;frarådet term 944_nb;frarådet term 944_nn;frarådet term 944_en;definisjon 944_nb;definisjon 944_nn;definisjon 944_en;sitatFraKilde;Tittel på kilde|http://kildesitaturi.no/;Tittel på kilde nr. 2|http://kildesitaturi2.no/;definisjon for allmennheten 944_nb;definisjon for allmennheten 944_nn;definisjon for allmennheten 944_en;basertPaaKilde;Tittel på kilde_allmennheten|http://kildebasertallmennhetenuri.no/;Tittel på kilde nr. 2_allmennheten|http://kildebasertallmennhetenuri2.no/;definisjon for spesialister 944_nb;definisjon for spesialister 944_nn;definisjon_for_spesialister944_en;basertPaaKilde;Tittel på kilde_spesialister|http://kildebasertspesialisteruri.no/;Tittel på kilde nr. 2_spesialister|http://kildebasertspesialisteruri2.no/;merknad944_nb;merknad944_nn;merknad944_en;eksempel944_nb;eksempel944_nn;eksempel944_en;15;15;15;http://lenketilverdiomraade944.no;Tittel verdiområde 944;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 945_en;anbefalt term 945_nn;anbefalt term 945_nb;tillatt term 945_nb;tillatt term 945_nn;tillatt term 945_en;frarådet term 945_nb;frarådet term 945_nn;frarådet term 945_en;definisjon 945_nb;definisjon 945_nn;definisjon 945_en;basertPaaKilde;Tittel på kilde|http://kildebaserturi.no/;Tittel på kilde nr. 2|http://kildebaserturi2.no/;definisjon for allmennheten 945_nb;definisjon for allmennheten 945_nn;definisjon for allmennheten 945_en;sitatFraKilde;Tittel på kilde_allmennheten|http://kildesitatallmennhetenuri.no/;Tittel på kilde nr. 2_allmennheten|http://kildesitatallmennhetenuri2.no/;definisjon for spesialister 945_nb;definisjon for spesialister 945_nn;definisjon_for_spesialister945_en;basertPaaKilde;Tittel på kilde_spesialister|http://kildebasertspesialisteruri.no/;Tittel på kilde nr. 2_spesialister|http://kildebasertspesialisteruri2.no/;merknad945_nb;merknad945_nn;merknad945_en;eksempel945_nb;eksempel945_nn;eksempel945_en;43;43;43;http://lenketilverdiomraade945.no;Tittel verdiområde 945;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 946_en;anbefalt term 946_nn;anbefalt term 946_nb;tillatt term 946_nb;tillatt term 946_nn;tillatt term 946_en;frarådet term 946_nb;frarådet term 946_nn;frarådet term 946_en;definisjon 946_nb;definisjon 946_nn;definisjon 946_en;sitatFraKilde;Tittel på kilde|http://kildesitaturi.no/;Tittel på kilde nr. 2|http://kildesitaturi2.no/;definisjon for allmennheten 946_nb;definisjon for allmennheten 946_nn;definisjon for allmennheten 946_en;egendefinert;;;definisjon for spesialister 946_nb;definisjon for spesialister 946_nn;definisjon_for_spesialister946_en;sitatFraKilde;Tittel på kilde_spesialister|http://kildesitatspesialisteruri.no/;Tittel på kilde nr. 2_spesialister|http://kildesitatspesialisteruri2.no/;merknad946_nb;merknad946_nn;merknad946_en;eksempel946_nb;eksempel946_nn;eksempel946_en;44;44;44;http://lenketilverdiomraade946.no;Tittel verdiområde 946;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 947_en;anbefalt term 947_nn;anbefalt term 947_nb;tillatt term 947_nb;tillatt term 947_nn;tillatt term 947_en;frarådet term 947_nb;frarådet term 947_nn;frarådet term 947_en;definisjon 947_nb;definisjon 947_nn;definisjon 947_en;sitatFraKilde;Tittel på kilde|http://kildesitaturi.no/;Tittel på kilde nr. 2|http://kildesitaturi2.no/;definisjon for allmennheten 947_nb;definisjon for allmennheten 947_nn;definisjon for allmennheten 947_en;egendefinert;;;definisjon for spesialister 947_nb;definisjon for spesialister 947_nn;definisjon_for_spesialister947_en;sitatFraKilde;Tittel på kilde_spesialister|http://kildesitatspesialisteruri.no/;Tittel på kilde nr. 2_spesialister|http://kildesitatspesialisteruri2.no/;merknad947_nb;merknad947_nn;merknad947_en;eksempel947_nb;eksempel947_nn;eksempel947_en;29;29;29;http://lenketilverdiomraade947.no;Tittel verdiområde 947;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 948_en;anbefalt term 948_nn;anbefalt term 948_nb;tillatt term 948_nb;tillatt term 948_nn;tillatt term 948_en;frarådet term 948_nb;frarådet term 948_nn;frarådet term 948_en;definisjon 948_nb;definisjon 948_nn;definisjon 948_en;egendefinert;;;definisjon for allmennheten 948_nb;definisjon for allmennheten 948_nn;definisjon for allmennheten 948_en;egendefinert;;;definisjon for spesialister 948_nb;definisjon for spesialister 948_nn;definisjon_for_spesialister948_en;egendefinert;;;merknad948_nb;merknad948_nn;merknad948_en;eksempel948_nb;eksempel948_nn;eksempel948_en;10;10;10;http://lenketilverdiomraade948.no;Tittel verdiområde 948;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 949_en;anbefalt term 949_nn;anbefalt term 949_nb;tillatt term 949_nb;tillatt term 949_nn;tillatt term 949_en;frarådet term 949_nb;frarådet term 949_nn;frarådet term 949_en;definisjon 949_nb;definisjon 949_nn;definisjon 949_en;egendefinert;;;definisjon for allmennheten 949_nb;definisjon for allmennheten 949_nn;definisjon for allmennheten 949_en;basertPaaKilde;Tittel på kilde_allmennheten|http://kildebasertallmennhetenuri.no/;Tittel på kilde nr. 2_allmennheten|http://kildebasertallmennhetenuri2.no/;definisjon for spesialister 949_nb;definisjon for spesialister 949_nn;definisjon_for_spesialister949_en;basertPaaKilde;Tittel på kilde_spesialister|http://kildebasertspesialisteruri.no/;Tittel på kilde nr. 2_spesialister|http://kildebasertspesialisteruri2.no/;merknad949_nb;merknad949_nn;merknad949_en;eksempel949_nb;eksempel949_nn;eksempel949_en;24;24;24;http://lenketilverdiomraade949.no;Tittel verdiområde 949;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 950_en;anbefalt term 950_nn;anbefalt term 950_nb;tillatt term 950_nb;tillatt term 950_nn;tillatt term 950_en;frarådet term 950_nb;frarådet term 950_nn;frarådet term 950_en;definisjon 950_nb;definisjon 950_nn;definisjon 950_en;basertPaaKilde;Tittel på kilde|http://kildebaserturi.no/;Tittel på kilde nr. 2|http://kildebaserturi2.no/;definisjon for allmennheten 950_nb;definisjon for allmennheten 950_nn;definisjon for allmennheten 950_en;sitatFraKilde;Tittel på kilde_allmennheten|http://kildesitatallmennhetenuri.no/;Tittel på kilde nr. 2_allmennheten|http://kildesitatallmennhetenuri2.no/;definisjon for spesialister 950_nb;definisjon for spesialister 950_nn;definisjon_for_spesialister950_en;sitatFraKilde;Tittel på kilde_spesialister|http://kildesitatspesialisteruri.no/;Tittel på kilde nr. 2_spesialister|http://kildesitatspesialisteruri2.no/;merknad950_nb;merknad950_nn;merknad950_en;eksempel950_nb;eksempel950_nn;eksempel950_en;40;40;40;http://lenketilverdiomraade950.no;Tittel verdiområde 950;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 951_en;anbefalt term 951_nn;anbefalt term 951_nb;tillatt term 951_nb;tillatt term 951_nn;tillatt term 951_en;frarådet term 951_nb;frarådet term 951_nn;frarådet term 951_en;definisjon 951_nb;definisjon 951_nn;definisjon 951_en;egendefinert;;;definisjon for allmennheten 951_nb;definisjon for allmennheten 951_nn;definisjon for allmennheten 951_en;egendefinert;;;definisjon for spesialister 951_nb;definisjon for spesialister 951_nn;definisjon_for_spesialister951_en;egendefinert;;;merknad951_nb;merknad951_nn;merknad951_en;eksempel951_nb;eksempel951_nn;eksempel951_en;42;42;42;http://lenketilverdiomraade951.no;Tittel verdiområde 951;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 952_en;anbefalt term 952_nn;anbefalt term 952_nb;tillatt term 952_nb;tillatt term 952_nn;tillatt term 952_en;frarådet term 952_nb;frarådet term 952_nn;frarådet term 952_en;definisjon 952_nb;definisjon 952_nn;definisjon 952_en;egendefinert;;;definisjon for allmennheten 952_nb;definisjon for allmennheten 952_nn;definisjon for allmennheten 952_en;egendefinert;;;definisjon for spesialister 952_nb;definisjon for spesialister 952_nn;definisjon_for_spesialister952_en;sitatFraKilde;Tittel på kilde_spesialister|http://kildesitatspesialisteruri.no/;Tittel på kilde nr. 2_spesialister|http://kildesitatspesialisteruri2.no/;merknad952_nb;merknad952_nn;merknad952_en;eksempel952_nb;eksempel952_nn;eksempel952_en;31;31;31;http://lenketilverdiomraade952.no;Tittel verdiområde 952;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 953_en;anbefalt term 953_nn;anbefalt term 953_nb;tillatt term 953_nb;tillatt term 953_nn;tillatt term 953_en;frarådet term 953_nb;frarådet term 953_nn;frarådet term 953_en;definisjon 953_nb;definisjon 953_nn;definisjon 953_en;sitatFraKilde;Tittel på kilde|http://kildesitaturi.no/;Tittel på kilde nr. 2|http://kildesitaturi2.no/;definisjon for allmennheten 953_nb;definisjon for allmennheten 953_nn;definisjon for allmennheten 953_en;sitatFraKilde;Tittel på kilde_allmennheten|http://kildesitatallmennhetenuri.no/;Tittel på kilde nr. 2_allmennheten|http://kildesitatallmennhetenuri2.no/;definisjon for spesialister 953_nb;definisjon for spesialister 953_nn;definisjon_for_spesialister953_en;egendefinert;;;merknad953_nb;merknad953_nn;merknad953_en;eksempel953_nb;eksempel953_nn;eksempel953_en;33;33;33;http://lenketilverdiomraade953.no;Tittel verdiområde 953;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 954_en;anbefalt term 954_nn;anbefalt term 954_nb;tillatt term 954_nb;tillatt term 954_nn;tillatt term 954_en;frarådet term 954_nb;frarådet term 954_nn;frarådet term 954_en;definisjon 954_nb;definisjon 954_nn;definisjon 954_en;egendefinert;;;definisjon for allmennheten 954_nb;definisjon for allmennheten 954_nn;definisjon for allmennheten 954_en;egendefinert;;;definisjon for spesialister 954_nb;definisjon for spesialister 954_nn;definisjon_for_spesialister954_en;sitatFraKilde;Tittel på kilde_spesialister|http://kildesitatspesialisteruri.no/;Tittel på kilde nr. 2_spesialister|http://kildesitatspesialisteruri2.no/;merknad954_nb;merknad954_nn;merknad954_en;eksempel954_nb;eksempel954_nn;eksempel954_en;16;16;16;http://lenketilverdiomraade954.no;Tittel verdiområde 954;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 955_en;anbefalt term 955_nn;anbefalt term 955_nb;tillatt term 955_nb;tillatt term 955_nn;tillatt term 955_en;frarådet term 955_nb;frarådet term 955_nn;frarådet term 955_en;definisjon 955_nb;definisjon 955_nn;definisjon 955_en;egendefinert;;;definisjon for allmennheten 955_nb;definisjon for allmennheten 955_nn;definisjon for allmennheten 955_en;sitatFraKilde;Tittel på kilde_allmennheten|http://kildesitatallmennhetenuri.no/;Tittel på kilde nr. 2_allmennheten|http://kildesitatallmennhetenuri2.no/;definisjon for spesialister 955_nb;definisjon for spesialister 955_nn;definisjon_for_spesialister955_en;sitatFraKilde;Tittel på kilde_spesialister|http://kildesitatspesialisteruri.no/;Tittel på kilde nr. 2_spesialister|http://kildesitatspesialisteruri2.no/;merknad955_nb;merknad955_nn;merknad955_en;eksempel955_nb;eksempel955_nn;eksempel955_en;32;32;32;http://lenketilverdiomraade955.no;Tittel verdiområde 955;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 956_en;anbefalt term 956_nn;anbefalt term 956_nb;tillatt term 956_nb;tillatt term 956_nn;tillatt term 956_en;frarådet term 956_nb;frarådet term 956_nn;frarådet term 956_en;definisjon 956_nb;definisjon 956_nn;definisjon 956_en;egendefinert;;;definisjon for allmennheten 956_nb;definisjon for allmennheten 956_nn;definisjon for allmennheten 956_en;basertPaaKilde;Tittel på kilde_allmennheten|http://kildebasertallmennhetenuri.no/;Tittel på kilde nr. 2_allmennheten|http://kildebasertallmennhetenuri2.no/;definisjon for spesialister 956_nb;definisjon for spesialister 956_nn;definisjon_for_spesialister956_en;egendefinert;;;merknad956_nb;merknad956_nn;merknad956_en;eksempel956_nb;eksempel956_nn;eksempel956_en;26;26;26;http://lenketilverdiomraade956.no;Tittel verdiområde 956;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 957_en;anbefalt term 957_nn;anbefalt term 957_nb;tillatt term 957_nb;tillatt term 957_nn;tillatt term 957_en;frarådet term 957_nb;frarådet term 957_nn;frarådet term 957_en;definisjon 957_nb;definisjon 957_nn;definisjon 957_en;basertPaaKilde;Tittel på kilde|http://kildebaserturi.no/;Tittel på kilde nr. 2|http://kildebaserturi2.no/;definisjon for allmennheten 957_nb;definisjon for allmennheten 957_nn;definisjon for allmennheten 957_en;basertPaaKilde;Tittel på kilde_allmennheten|http://kildebasertallmennhetenuri.no/;Tittel på kilde nr. 2_allmennheten|http://kildebasertallmennhetenuri2.no/;definisjon for spesialister 957_nb;definisjon for spesialister 957_nn;definisjon_for_spesialister957_en;egendefinert;;;merknad957_nb;merknad957_nn;merknad957_en;eksempel957_nb;eksempel957_nn;eksempel957_en;27;27;27;http://lenketilverdiomraade957.no;Tittel verdiområde 957;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 958_en;anbefalt term 958_nn;anbefalt term 958_nb;tillatt term 958_nb;tillatt term 958_nn;tillatt term 958_en;frarådet term 958_nb;frarådet term 958_nn;frarådet term 958_en;definisjon 958_nb;definisjon 958_nn;definisjon 958_en;egendefinert;;;definisjon for allmennheten 958_nb;definisjon for allmennheten 958_nn;definisjon for allmennheten 958_en;egendefinert;;;definisjon for spesialister 958_nb;definisjon for spesialister 958_nn;definisjon_for_spesialister958_en;basertPaaKilde;Tittel på kilde_spesialister|http://kildebasertspesialisteruri.no/;Tittel på kilde nr. 2_spesialister|http://kildebasertspesialisteruri2.no/;merknad958_nb;merknad958_nn;merknad958_en;eksempel958_nb;eksempel958_nn;eksempel958_en;47;47;47;http://lenketilverdiomraade958.no;Tittel verdiområde 958;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 959_en;anbefalt term 959_nn;anbefalt term 959_nb;tillatt term 959_nb;tillatt term 959_nn;tillatt term 959_en;frarådet term 959_nb;frarådet term 959_nn;frarådet term 959_en;definisjon 959_nb;definisjon 959_nn;definisjon 959_en;basertPaaKilde;Tittel på kilde|http://kildebaserturi.no/;Tittel på kilde nr. 2|http://kildebaserturi2.no/;definisjon for allmennheten 959_nb;definisjon for allmennheten 959_nn;definisjon for allmennheten 959_en;basertPaaKilde;Tittel på kilde_allmennheten|http://kildebasertallmennhetenuri.no/;Tittel på kilde nr. 2_allmennheten|http://kildebasertallmennhetenuri2.no/;definisjon for spesialister 959_nb;definisjon for spesialister 959_nn;definisjon_for_spesialister959_en;basertPaaKilde;Tittel på kilde_spesialister|http://kildebasertspesialisteruri.no/;Tittel på kilde nr. 2_spesialister|http://kildebasertspesialisteruri2.no/;merknad959_nb;merknad959_nn;merknad959_en;eksempel959_nb;eksempel959_nn;eksempel959_en;3;3;3;http://lenketilverdiomraade959.no;Tittel verdiområde 959;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 960_en;anbefalt term 960_nn;anbefalt term 960_nb;tillatt term 960_nb;tillatt term 960_nn;tillatt term 960_en;frarådet term 960_nb;frarådet term 960_nn;frarådet term 960_en;definisjon 960_nb;definisjon 960_nn;definisjon 960_en;egendefinert;;;definisjon for allmennheten 960_nb;definisjon for allmennheten 960_nn;definisjon for allmennheten 960_en;basertPaaKilde;Tittel på kilde_allmennheten|http://kildebasertallmennhetenuri.no/;Tittel på kilde nr. 2_allmennheten|http://kildebasertallmennhetenuri2.no/;definisjon for spesialister 960_nb;definisjon for spesialister 960_nn;definisjon_for_spesialister960_en;basertPaaKilde;Tittel på kilde_spesialister|http://kildebasertspesialisteruri.no/;Tittel på kilde nr. 2_spesialister|http://kildebasertspesialisteruri2.no/;merknad960_nb;merknad960_nn;merknad960_en;eksempel960_nb;eksempel960_nn;eksempel960_en;29;29;29;http://lenketilverdiomraade960.no;Tittel verdiområde 960;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 961_en;anbefalt term 961_nn;anbefalt term 961_nb;tillatt term 961_nb;tillatt term 961_nn;tillatt term 961_en;frarådet term 961_nb;frarådet term 961_nn;frarådet term 961_en;definisjon 961_nb;definisjon 961_nn;definisjon 961_en;basertPaaKilde;Tittel på kilde|http://kildebaserturi.no/;Tittel på kilde nr. 2|http://kildebaserturi2.no/;definisjon for allmennheten 961_nb;definisjon for allmennheten 961_nn;definisjon for allmennheten 961_en;basertPaaKilde;Tittel på kilde_allmennheten|http://kildebasertallmennhetenuri.no/;Tittel på kilde nr. 2_allmennheten|http://kildebasertallmennhetenuri2.no/;definisjon for spesialister 961_nb;definisjon for spesialister 961_nn;definisjon_for_spesialister961_en;sitatFraKilde;Tittel på kilde_spesialister|http://kildesitatspesialisteruri.no/;Tittel på kilde nr. 2_spesialister|http://kildesitatspesialisteruri2.no/;merknad961_nb;merknad961_nn;merknad961_en;eksempel961_nb;eksempel961_nn;eksempel961_en;18;18;18;http://lenketilverdiomraade961.no;Tittel verdiområde 961;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 962_en;anbefalt term 962_nn;anbefalt term 962_nb;tillatt term 962_nb;tillatt term 962_nn;tillatt term 962_en;frarådet term 962_nb;frarådet term 962_nn;frarådet term 962_en;definisjon 962_nb;definisjon 962_nn;definisjon 962_en;basertPaaKilde;Tittel på kilde|http://kildebaserturi.no/;Tittel på kilde nr. 2|http://kildebaserturi2.no/;definisjon for allmennheten 962_nb;definisjon for allmennheten 962_nn;definisjon for allmennheten 962_en;egendefinert;;;definisjon for spesialister 962_nb;definisjon for spesialister 962_nn;definisjon_for_spesialister962_en;egendefinert;;;merknad962_nb;merknad962_nn;merknad962_en;eksempel962_nb;eksempel962_nn;eksempel962_en;30;30;30;http://lenketilverdiomraade962.no;Tittel verdiområde 962;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
